Date,Salesperson,YTD,Bike Type,Sales
2021-11-19,Jenny,24839.0,Gravel,9.0
2021-11-20,Jenny,24839.0,Gravel,63.0
2021-11-21,Jenny,24839.0,Gravel,60.0
2021-11-22,Jenny,24839.0,Gravel,33.0
2021-11-23,Jenny,24839.0,Gravel,39.0
2021-11-24,Jenny,24839.0,Gravel,97.0
2021-11-25,Jenny,24839.0,Gravel,7.0
2021-11-26,Jenny,24839.0,Gravel,26.0
2021-11-27,Jenny,24839.0,Gravel,71.0
2021-11-28,Jenny,24839.0,Gravel,69.0
2021-11-29,Jenny,24839.0,Gravel,72.0
2021-11-30,Jenny,24839.0,Gravel,94.0
2021-11-01,Tom,78772.0,Gravel,30.0
2021-11-02,Tom,78772.0,Gravel,56.0
2021-11-03,Tom,78772.0,Gravel,77.0
2021-11-04,Tom,78772.0,Gravel,37.0
2021-11-05,Tom,78772.0,Gravel,69.0
2021-11-06,Tom,78772.0,Gravel,62.0
2021-11-07,Tom,78772.0,Gravel,53.0
2021-11-08,Tom,78772.0,Gravel,77.0
2021-11-09,Tom,78772.0,Gravel,84.0
2021-11-10,Tom,78772.0,Gravel,22.0
2021-11-11,Tom,78772.0,Gravel,62.0
2021-11-12,Tom,78772.0,Gravel,68.0
2021-11-13,Tom,78772.0,Gravel,15.0
2021-11-14,Tom,78772.0,Gravel,7.0
2021-11-15,Tom,78772.0,Gravel,9.0
2021-11-16,Tom,78772.0,Gravel,29.0
2021-11-17,Tom,78772.0,Gravel,70.0
2021-11-18,Tom,78772.0,Gravel,95.0
2021-11-19,Tom,78772.0,Gravel,60.0
2021-11-20,Tom,78772.0,Gravel,26.0
2021-11-21,Tom,78772.0,Gravel,10.0
2021-11-22,Tom,78772.0,Gravel,99.0
2021-11-23,Tom,78772.0,Gravel,37.0
2021-11-24,Tom,78772.0,Gravel,57.0
2021-11-25,Tom,78772.0,Gravel,15.0
2021-11-26,Tom,78772.0,Gravel,91.0
2021-11-27,Tom,78772.0,Gravel,28.0
2021-11-28,Tom,78772.0,Gravel,73.0
2021-11-29,Tom,78772.0,Gravel,62.0
2021-11-30,Tom,78772.0,Gravel,48.0
2021-10-01,Carl,32768.0,Mountain,25.0
2021-10-02,Carl,32768.0,Mountain,63.0
2021-10-03,Carl,32768.0,Mountain,40.0
2021-10-04,Carl,32768.0,Mountain,55.0
2021-10-05,Carl,32768.0,Mountain,62.0
2021-10-06,Carl,32768.0,Mountain,27.0
2021-10-07,Carl,32768.0,Mountain,4.0
2021-10-08,Carl,32768.0,Mountain,51.0
2021-10-09,Carl,32768.0,Mountain,64.0
2021-10-10,Carl,32768.0,Mountain,51.0
2021-10-11,Carl,32768.0,Mountain,56.0
2021-10-12,Carl,32768.0,Mountain,98.0
2021-10-13,Carl,32768.0,Mountain,74.0
2021-10-14,Carl,32768.0,Mountain,41.0
2021-10-15,Carl,32768.0,Mountain,19.0
2021-10-16,Carl,32768.0,Mountain,97.0
2021-10-17,Carl,32768.0,Mountain,100.0
2021-10-18,Carl,32768.0,Mountain,41.0
2021-10-19,Carl,32768.0,Mountain,56.0
2021-10-20,Carl,32768.0,Mountain,36.0
2021-10-21,Carl,32768.0,Mountain,20.0
2021-10-22,Carl,32768.0,Mountain,46.0
2021-10-23,Carl,32768.0,Mountain,64.0
2021-10-24,Carl,32768.0,Mountain,44.0
2021-10-25,Carl,32768.0,Mountain,61.0
2021-10-26,Carl,32768.0,Mountain,53.0
2021-10-27,Carl,32768.0,Mountain,35.0
2021-10-28,Carl,32768.0,Mountain,99.0
2021-10-29,Carl,32768.0,Mountain,76.0
2021-10-30,Carl,32768.0,Mountain,40.0
2021-10-31,Carl,32768.0,Mountain,35.0
2021-10-01,Ollie,45627.0,Mountain,67.0
2021-10-02,Ollie,45627.0,Mountain,95.0
2021-10-03,Ollie,45627.0,Mountain,94.0
2021-10-04,Ollie,45627.0,Mountain,100.0
2021-10-05,Ollie,45627.0,Mountain,50.0
2021-10-06,Ollie,45627.0,Mountain,80.0
2021-10-07,Ollie,45627.0,Mountain,61.0
2021-10-08,Ollie,45627.0,Mountain,34.0
2021-10-09,Ollie,45627.0,Mountain,6.0
2021-10-10,Ollie,45627.0,Mountain,7.0
2021-10-11,Ollie,45627.0,Mountain,64.0
2021-10-12,Ollie,45627.0,Mountain,1.0
2021-10-13,Ollie,45627.0,Mountain,62.0
2021-10-14,Ollie,45627.0,Mountain,38.0
2021-10-15,Ollie,45627.0,Mountain,83.0
2021-10-16,Ollie,45627.0,Mountain,53.0
2021-10-17,Ollie,45627.0,Mountain,7.0
2021-10-18,Ollie,45627.0,Mountain,66.0
2021-10-19,Ollie,45627.0,Mountain,62.0
2021-10-20,Ollie,45627.0,Mountain,86.0
2021-10-21,Ollie,45627.0,Mountain,58.0
2021-10-22,Ollie,45627.0,Mountain,8.0
2021-10-23,Ollie,45627.0,Mountain,100.0
2021-10-24,Ollie,45627.0,Mountain,82.0
2021-10-25,Ollie,45627.0,Mountain,32.0
2021-10-26,Ollie,45627.0,Mountain,68.0
2021-10-27,Ollie,45627.0,Mountain,9.0
2021-10-28,Ollie,45627.0,Mountain,22.0
2021-10-29,Ollie,45627.0,Mountain,98.0
2021-10-30,Ollie,45627.0,Mountain,56.0
2021-10-31,Ollie,45627.0,Mountain,93.0
2021-10-01,Lorna,64704.0,Mountain,51.0
2021-10-02,Lorna,64704.0,Mountain,75.0
2021-10-03,Lorna,64704.0,Mountain,32.0
2021-10-04,Lorna,64704.0,Mountain,43.0
2021-10-05,Lorna,64704.0,Mountain,57.0
2021-10-06,Lorna,64704.0,Mountain,56.0
2021-10-07,Lorna,64704.0,Mountain,71.0
2021-10-08,Lorna,64704.0,Mountain,71.0
2021-10-09,Lorna,64704.0,Mountain,31.0
2021-10-10,Lorna,64704.0,Mountain,74.0
2021-10-11,Lorna,64704.0,Mountain,31.0
2021-10-12,Lorna,64704.0,Mountain,85.0
2021-10-13,Lorna,64704.0,Mountain,63.0
2021-10-14,Lorna,64704.0,Mountain,79.0
2021-10-15,Lorna,64704.0,Mountain,64.0
2021-10-16,Lorna,64704.0,Mountain,3.0
2021-10-17,Lorna,64704.0,Mountain,48.0
2021-10-18,Lorna,64704.0,Mountain,11.0
2021-10-19,Lorna,64704.0,Mountain,90.0
2021-10-20,Lorna,64704.0,Mountain,98.0
2021-10-21,Lorna,64704.0,Mountain,97.0
2021-10-22,Lorna,64704.0,Mountain,45.0
2021-10-23,Lorna,64704.0,Mountain,29.0
2021-10-24,Lorna,64704.0,Mountain,82.0
2021-10-25,Lorna,64704.0,Mountain,76.0
2021-10-26,Lorna,64704.0,Mountain,94.0
2021-10-27,Lorna,64704.0,Mountain,67.0
2021-10-28,Lorna,64704.0,Mountain,65.0
2021-10-29,Lorna,64704.0,Mountain,0.0
2021-10-30,Lorna,64704.0,Mountain,29.0
2021-10-31,Lorna,64704.0,Mountain,37.0
2021-10-01,Jenny,20707.0,Mountain,25.0
2021-10-02,Jenny,20707.0,Mountain,95.0
2021-10-03,Jenny,20707.0,Mountain,37.0
2021-10-04,Jenny,20707.0,Mountain,5.0
2021-10-05,Jenny,20707.0,Mountain,46.0
2021-10-06,Jenny,20707.0,Mountain,93.0
2021-10-07,Jenny,20707.0,Mountain,52.0
2021-10-08,Jenny,20707.0,Mountain,14.0
2021-10-09,Jenny,20707.0,Mountain,72.0
2021-10-10,Jenny,20707.0,Mountain,58.0
2021-10-11,Jenny,20707.0,Mountain,7.0
2021-10-12,Jenny,20707.0,Mountain,66.0
2021-10-13,Jenny,20707.0,Mountain,94.0
2021-10-14,Jenny,20707.0,Mountain,27.0
2021-10-15,Jenny,20707.0,Mountain,24.0
2021-10-16,Jenny,20707.0,Mountain,53.0
2021-10-17,Jenny,20707.0,Mountain,79.0
2021-10-18,Jenny,20707.0,Mountain,26.0
2021-10-19,Jenny,20707.0,Mountain,51.0
2021-10-20,Jenny,20707.0,Mountain,31.0
2021-10-21,Jenny,20707.0,Mountain,52.0
2021-10-22,Jenny,20707.0,Mountain,23.0
2021-10-23,Jenny,20707.0,Mountain,14.0
2021-10-24,Jenny,20707.0,Mountain,31.0
2021-10-25,Jenny,20707.0,Mountain,9.0
2021-10-26,Jenny,20707.0,Mountain,72.0
2021-10-27,Jenny,20707.0,Mountain,83.0
2021-10-28,Jenny,20707.0,Mountain,75.0
2021-10-29,Jenny,20707.0,Mountain,83.0
2021-10-30,Jenny,20707.0,Mountain,39.0
2021-10-31,Jenny,20707.0,Mountain,100.0
2021-10-01,Tom,74377.0,Mountain,75.0
2021-10-02,Tom,74377.0,Mountain,68.0
2021-10-03,Tom,74377.0,Mountain,31.0
2021-10-04,Tom,74377.0,Mountain,75.0
2021-10-05,Tom,74377.0,Mountain,11.0
2021-10-06,Tom,74377.0,Mountain,41.0
2021-10-07,Tom,74377.0,Mountain,78.0
2021-10-08,Tom,74377.0,Mountain,97.0
2021-10-09,Tom,74377.0,Mountain,33.0
2021-10-10,Tom,74377.0,Mountain,77.0
2021-10-11,Tom,74377.0,Mountain,32.0
2021-10-12,Tom,74377.0,Mountain,0.0
2021-10-13,Tom,74377.0,Mountain,71.0
2021-10-14,Tom,74377.0,Mountain,24.0
2021-10-15,Tom,74377.0,Mountain,99.0
2021-10-16,Tom,74377.0,Mountain,91.0
2021-10-17,Tom,74377.0,Mountain,51.0
2021-10-18,Tom,74377.0,Mountain,87.0
2021-10-19,Tom,74377.0,Mountain,57.0
2021-10-20,Tom,74377.0,Mountain,23.0
2021-10-21,Tom,74377.0,Mountain,63.0
2021-10-22,Tom,74377.0,Mountain,42.0
2021-10-23,Tom,74377.0,Mountain,61.0
2021-10-24,Tom,74377.0,Mountain,98.0
2021-10-25,Tom,74377.0,Mountain,89.0
2021-10-26,Tom,74377.0,Mountain,25.0
2021-10-27,Tom,74377.0,Mountain,58.0
2021-10-28,Tom,74377.0,Mountain,33.0
2021-10-29,Tom,74377.0,Mountain,67.0
2021-10-30,Tom,74377.0,Mountain,75.0
2021-10-31,Tom,74377.0,Mountain,60.0
2021-11-01,Carl,37811.0,Mountain,22.0
2021-11-02,Carl,37811.0,Mountain,73.0
2021-11-03,Carl,37811.0,Mountain,73.0
2021-11-04,Carl,37811.0,Mountain,12.0
2021-11-05,Carl,37811.0,Mountain,27.0
2021-11-06,Carl,37811.0,Mountain,91.0
2021-11-07,Carl,37811.0,Mountain,33.0
2021-11-08,Carl,37811.0,Mountain,98.0
2021-11-09,Carl,37811.0,Mountain,82.0
2021-11-10,Carl,37811.0,Mountain,30.0
2021-11-11,Carl,37811.0,Mountain,10.0
2021-11-12,Carl,37811.0,Mountain,99.0
2021-11-13,Carl,37811.0,Mountain,48.0
2021-11-14,Carl,37811.0,Mountain,63.0
2021-11-15,Carl,37811.0,Mountain,66.0
2021-11-16,Carl,37811.0,Mountain,52.0
2021-11-17,Carl,37811.0,Mountain,76.0
2021-11-18,Carl,37811.0,Mountain,49.0
2021-11-19,Carl,37811.0,Mountain,16.0
2021-11-20,Carl,37811.0,Mountain,67.0
2021-11-21,Carl,37811.0,Mountain,7.0
2021-11-22,Carl,37811.0,Mountain,0.0
2021-11-23,Carl,37811.0,Mountain,56.0
2021-11-24,Carl,37811.0,Mountain,31.0
2021-11-25,Carl,37811.0,Mountain,89.0
2021-11-26,Carl,37811.0,Mountain,66.0
2021-11-27,Carl,37811.0,Mountain,5.0
2021-11-28,Carl,37811.0,Mountain,92.0
2021-11-29,Carl,37811.0,Mountain,90.0
2021-11-30,Carl,37811.0,Mountain,65.0
2021-11-01,Ollie,50305.0,Mountain,93.0
2021-11-02,Ollie,50305.0,Mountain,50.0
2021-11-03,Ollie,50305.0,Mountain,83.0
2021-11-04,Ollie,50305.0,Mountain,12.0
2021-11-05,Ollie,50305.0,Mountain,13.0
2021-11-06,Ollie,50305.0,Mountain,48.0
2021-11-07,Ollie,50305.0,Mountain,47.0
2021-11-08,Ollie,50305.0,Mountain,5.0
2021-11-09,Ollie,50305.0,Mountain,20.0
2021-11-10,Ollie,50305.0,Mountain,75.0
2021-11-11,Ollie,50305.0,Mountain,74.0
2021-11-12,Ollie,50305.0,Mountain,61.0
2021-11-13,Ollie,50305.0,Mountain,34.0
2021-11-14,Ollie,50305.0,Mountain,63.0
2021-11-15,Ollie,50305.0,Mountain,24.0
2021-11-16,Ollie,50305.0,Mountain,43.0
2021-11-17,Ollie,50305.0,Mountain,41.0
2021-11-18,Ollie,50305.0,Mountain,91.0
2021-11-19,Ollie,50305.0,Mountain,60.0
2021-11-20,Ollie,50305.0,Mountain,18.0
2021-11-21,Ollie,50305.0,Mountain,35.0
2021-11-22,Ollie,50305.0,Mountain,20.0
2021-11-23,Ollie,50305.0,Mountain,54.0
2021-11-24,Ollie,50305.0,Mountain,51.0
2021-11-25,Ollie,50305.0,Mountain,23.0
2021-11-26,Ollie,50305.0,Mountain,24.0
2021-11-27,Ollie,50305.0,Mountain,55.0
2021-11-28,Ollie,50305.0,Mountain,46.0
2021-11-29,Ollie,50305.0,Mountain,45.0
2021-11-30,Ollie,50305.0,Mountain,71.0
2021-11-01,Lorna,69113.0,Mountain,80.0
2021-11-02,Lorna,69113.0,Mountain,50.0
2021-11-03,Lorna,69113.0,Mountain,18.0
2021-11-04,Lorna,69113.0,Mountain,68.0
2021-11-05,Lorna,69113.0,Mountain,32.0
2021-11-06,Lorna,69113.0,Mountain,28.0
2021-11-07,Lorna,69113.0,Mountain,1.0
2021-11-08,Lorna,69113.0,Mountain,84.0
2021-11-09,Lorna,69113.0,Mountain,41.0
2021-11-10,Lorna,69113.0,Mountain,58.0
2021-11-11,Lorna,69113.0,Mountain,24.0
2021-11-12,Lorna,69113.0,Mountain,67.0
2021-11-13,Lorna,69113.0,Mountain,39.0
2021-11-14,Lorna,69113.0,Mountain,75.0
2021-11-15,Lorna,69113.0,Mountain,34.0
2021-11-16,Lorna,69113.0,Mountain,100.0
2021-11-17,Lorna,69113.0,Mountain,43.0
2021-11-18,Lorna,69113.0,Mountain,37.0
2021-11-19,Lorna,69113.0,Mountain,17.0
2021-11-20,Lorna,69113.0,Mountain,67.0
2021-11-21,Lorna,69113.0,Mountain,43.0
2021-11-22,Lorna,69113.0,Mountain,11.0
2021-11-23,Lorna,69113.0,Mountain,21.0
2021-11-24,Lorna,69113.0,Mountain,24.0
2021-11-25,Lorna,69113.0,Mountain,56.0
2021-11-26,Lorna,69113.0,Mountain,1.0
2021-11-27,Lorna,69113.0,Mountain,66.0
2021-11-28,Lorna,69113.0,Mountain,36.0
2021-11-29,Lorna,69113.0,Mountain,76.0
2021-11-30,Lorna,69113.0,Mountain,65.0
2021-11-01,Jenny,24839.0,Mountain,92.0
2021-11-02,Jenny,24839.0,Mountain,95.0
2021-11-03,Jenny,24839.0,Mountain,17.0
2021-11-04,Jenny,24839.0,Mountain,74.0
2021-11-05,Jenny,24839.0,Mountain,45.0
2021-11-06,Jenny,24839.0,Mountain,85.0
2021-11-07,Jenny,24839.0,Mountain,51.0
2021-11-08,Jenny,24839.0,Mountain,20.0
2021-11-09,Jenny,24839.0,Mountain,80.0
2021-11-10,Jenny,24839.0,Mountain,33.0
2021-11-11,Jenny,24839.0,Mountain,82.0
2021-11-12,Jenny,24839.0,Mountain,91.0
2021-11-13,Jenny,24839.0,Mountain,36.0
2021-11-14,Jenny,24839.0,Mountain,45.0
2021-11-15,Jenny,24839.0,Mountain,39.0
2021-11-16,Jenny,24839.0,Mountain,34.0
2021-11-17,Jenny,24839.0,Mountain,35.0
2021-11-18,Jenny,24839.0,Mountain,30.0
2021-11-19,Jenny,24839.0,Mountain,55.0
2021-11-20,Jenny,24839.0,Mountain,61.0
2021-11-21,Jenny,24839.0,Mountain,50.0
2021-11-22,Jenny,24839.0,Mountain,87.0
2021-11-23,Jenny,24839.0,Mountain,0.0
2021-11-24,Jenny,24839.0,Mountain,30.0
2021-11-25,Jenny,24839.0,Mountain,4.0
2021-11-26,Jenny,24839.0,Mountain,4.0
2021-11-27,Jenny,24839.0,Mountain,63.0
2021-11-28,Jenny,24839.0,Mountain,75.0
2021-11-29,Jenny,24839.0,Mountain,67.0
2021-11-30,Jenny,24839.0,Mountain,87.0
2021-11-01,Tom,78772.0,Mountain,20.0
2021-11-02,Tom,78772.0,Mountain,36.0
2021-11-03,Tom,78772.0,Mountain,49.0
2021-11-04,Tom,78772.0,Mountain,31.0
2021-11-05,Tom,78772.0,Mountain,94.0
2021-11-06,Tom,78772.0,Mountain,2.0
2021-11-07,Tom,78772.0,Mountain,71.0
2021-11-08,Tom,78772.0,Mountain,89.0
2021-11-09,Tom,78772.0,Mountain,70.0
2021-11-10,Tom,78772.0,Mountain,63.0
2021-11-11,Tom,78772.0,Mountain,66.0
2021-11-12,Tom,78772.0,Mountain,47.0
2021-11-13,Tom,78772.0,Mountain,5.0
2021-11-14,Tom,78772.0,Mountain,44.0
2021-11-15,Tom,78772.0,Mountain,25.0
2021-11-16,Tom,78772.0,Mountain,63.0
2021-11-17,Tom,78772.0,Mountain,37.0
2021-11-18,Tom,78772.0,Mountain,34.0
2021-11-19,Tom,78772.0,Mountain,99.0
2021-11-20,Tom,78772.0,Mountain,93.0
2021-11-21,Tom,78772.0,Mountain,28.0
2021-11-22,Tom,78772.0,Mountain,42.0
2021-11-23,Tom,78772.0,Mountain,39.0
2021-11-24,Tom,78772.0,Mountain,2.0
2021-11-25,Tom,78772.0,Mountain,37.0
2021-11-26,Tom,78772.0,Mountain,36.0
2021-11-27,Tom,78772.0,Mountain,78.0
2021-11-28,Tom,78772.0,Mountain,98.0
2021-11-29,Tom,78772.0,Mountain,5.0
2021-11-30,Tom,78772.0,Mountain,85.0
