id,Agent Name,Leader 1,Leader Name,Month Start Date,Location,Calls Answered,Calls Not Answered,Not Answered Rate,Met Not Answered Rate,Not Answered Percent,Calls Offered,Total Duration,Agent Avg Duration,Sentiment Score >=0,Not Answered Percent,Sentiment Score >=0,Met Sentiment Goal
91,"Barbi, Prover",3,"Yorke, Befroy",2021-09-01,Margaree,904.0,79.0,0.08,False,5.0,983.0,2949.0,3,0.0,5.0,0.0,False
91,"Barbi, Prover",3,"Yorke, Befroy",2021-10-01,Margaree,440.0,2.0,0.005,True,5.0,442.0,3536.0,8,0.0,5.0,0.0,False
91,"Barbi, Prover",3,"Yorke, Befroy",2021-11-01,Margaree,441.0,58.0,0.116,False,5.0,499.0,1497.0,3,0.0,5.0,0.0,True
91,"Barbi, Prover",3,"Yorke, Befroy",2021-12-01,Margaree,757.0,79.0,0.094,False,5.0,836.0,9196.0,12,0.0,5.0,0.0,True
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-01-01,Margaree,792.0,6.0,0.008,True,5.0,798.0,12768.0,16,0.0,5.0,0.0,False
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-02-01,Margaree,627.0,9.0,0.014,True,5.0,636.0,2544.0,4,0.0,5.0,0.0,False
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-03-01,Margaree,916.0,29.0,0.031,True,5.0,945.0,13230.0,14,0.0,5.0,0.0,True
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-04-01,Margaree,751.0,9.0,0.012,True,5.0,760.0,15200.0,20,0.0,5.0,0.0,False
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-05-01,Margaree,352.0,76.0,0.178,False,5.0,428.0,1712.0,5,0.0,5.0,0.0,False
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-06-01,Margaree,872.0,80.0,0.084,False,5.0,952.0,8568.0,10,0.0,5.0,0.0,False
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-07-01,Margaree,489.0,23.0,0.045,True,5.0,512.0,7168.0,15,0.0,5.0,0.0,False
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-08-01,Margaree,506.0,16.0,0.031,True,5.0,522.0,10962.0,22,0.0,5.0,0.0,True
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-09-01,Margaree,531.0,86.0,0.139,False,5.0,617.0,4936.0,9,0.0,5.0,0.0,False
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-10-01,Margaree,717.0,14.0,0.019,True,5.0,731.0,10234.0,14,0.0,5.0,0.0,True
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-11-01,Margaree,541.0,62.0,0.103,False,5.0,603.0,9648.0,18,0.0,5.0,0.0,False
93,"Brand, Lardner",1,"Kylie, Howroyd",2021-12-01,Margaree,346.0,86.0,0.199,False,5.0,432.0,4752.0,14,0.0,5.0,0.0,False
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-01-01,Margaree,751.0,21.0,0.027,True,5.0,772.0,13124.0,17,0.0,5.0,0.0,False
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-02-01,Margaree,791.0,19.0,0.023,True,5.0,810.0,8910.0,11,0.0,5.0,0.0,True
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-03-01,Margaree,441.0,37.0,0.077,False,5.0,478.0,3824.0,9,0.0,5.0,0.0,True
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-04-01,Margaree,856.0,79.0,0.084,False,5.0,935.0,4675.0,5,0.0,5.0,0.0,False
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-05-01,Margaree,645.0,37.0,0.054,False,5.0,682.0,8184.0,13,0.0,5.0,0.0,True
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-06-01,Margaree,645.0,73.0,0.102,False,5.0,718.0,14360.0,22,0.0,5.0,0.0,False
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-07-01,Margaree,460.0,37.0,0.074,False,5.0,497.0,2485.0,5,0.0,5.0,0.0,False
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-08-01,Margaree,487.0,67.0,0.121,False,5.0,554.0,8864.0,18,0.0,5.0,0.0,False
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-09-01,Margaree,474.0,38.0,0.074,False,5.0,512.0,8192.0,17,0.0,5.0,0.0,False
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-10-01,Margaree,677.0,29.0,0.041,True,5.0,706.0,14826.0,22,0.0,5.0,0.0,False
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-11-01,Margaree,756.0,55.0,0.068,False,5.0,811.0,15409.0,20,0.0,5.0,0.0,False
97,"Cherrita, Rosetti",1,"Kylie, Howroyd",2021-12-01,Margaree,931.0,67.0,0.067,False,5.0,998.0,13972.0,15,0.0,5.0,0.0,True
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-01-01,Margaree,477.0,21.0,0.042,True,5.0,498.0,2988.0,6,0.0,5.0,0.0,False
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-02-01,Margaree,777.0,85.0,0.099,False,5.0,862.0,9482.0,12,0.0,5.0,0.0,False
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-03-01,Margaree,716.0,11.0,0.015,True,5.0,727.0,12359.0,17,0.0,5.0,0.0,False
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-04-01,Margaree,649.0,85.0,0.116,False,5.0,734.0,5138.0,8,0.0,5.0,0.0,True
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-05-01,Margaree,780.0,64.0,0.076,False,5.0,844.0,5908.0,8,0.0,5.0,0.0,False
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-06-01,Margaree,830.0,43.0,0.049,True,5.0,873.0,16587.0,20,0.0,5.0,0.0,False
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-07-01,Margaree,929.0,45.0,0.046,True,5.0,974.0,5844.0,6,0.0,5.0,0.0,False
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-08-01,Margaree,679.0,30.0,0.042,True,5.0,709.0,3545.0,5,0.0,5.0,0.0,False
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-09-01,Margaree,739.0,63.0,0.079,False,5.0,802.0,15238.0,21,0.0,5.0,0.0,True
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-10-01,Margaree,856.0,72.0,0.078,False,5.0,928.0,17632.0,21,0.0,5.0,0.0,True
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-11-01,Margaree,956.0,13.0,0.013,True,5.0,969.0,5814.0,6,0.0,5.0,0.0,False
105,"Gwyneth, Mintrim",3,"Yorke, Befroy",2021-12-01,Margaree,782.0,72.0,0.084,False,5.0,854.0,6832.0,9,0.0,5.0,0.0,False
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-01-01,Margaree,733.0,3.0,0.004,True,5.0,736.0,3680.0,5,0.0,5.0,0.0,False
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-02-01,Margaree,678.0,0.0,0.0,True,5.0,678.0,6102.0,9,0.0,5.0,0.0,False
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-03-01,Margaree,684.0,66.0,0.088,False,5.0,750.0,6750.0,10,0.0,5.0,0.0,False
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-04-01,Margaree,783.0,87.0,0.1,False,5.0,870.0,7830.0,10,0.0,5.0,0.0,False
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-05-01,Margaree,803.0,3.0,0.004,True,5.0,806.0,13702.0,17,0.0,5.0,0.0,True
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-06-01,Margaree,905.0,14.0,0.015,True,5.0,919.0,2757.0,3,0.0,5.0,0.0,True
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-07-01,Margaree,785.0,77.0,0.089,False,5.0,862.0,9482.0,12,0.0,5.0,0.0,False
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-08-01,Margaree,633.0,9.0,0.014,True,5.0,642.0,6420.0,10,0.0,5.0,0.0,True
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-09-01,Margaree,422.0,2.0,0.005,True,5.0,424.0,2544.0,6,0.0,5.0,0.0,True
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-10-01,Margaree,595.0,41.0,0.064,False,5.0,636.0,3816.0,6,0.0,5.0,0.0,False
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-11-01,Margaree,816.0,70.0,0.079,False,5.0,886.0,9746.0,12,0.0,5.0,0.0,True
107,"Moshe, Kerry",1,"Kylie, Howroyd",2021-12-01,Margaree,836.0,2.0,0.002,True,5.0,838.0,10056.0,12,0.0,5.0,0.0,False
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-01-01,Margaree,561.0,17.0,0.029,True,5.0,578.0,3468.0,6,0.0,5.0,0.0,False
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-02-01,Margaree,794.0,23.0,0.028,True,5.0,817.0,14706.0,19,0.0,5.0,0.0,False
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-03-01,Margaree,516.0,45.0,0.08,False,5.0,561.0,1683.0,3,0.0,5.0,0.0,False
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-04-01,Margaree,481.0,50.0,0.094,False,5.0,531.0,7434.0,15,0.0,5.0,0.0,False
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-05-01,Margaree,536.0,23.0,0.041,True,5.0,559.0,7826.0,15,0.0,5.0,0.0,True
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-06-01,Margaree,535.0,84.0,0.136,False,5.0,619.0,6809.0,13,0.0,5.0,0.0,True
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-07-01,Margaree,389.0,55.0,0.124,False,5.0,444.0,8880.0,23,0.0,5.0,0.0,True
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-08-01,Margaree,820.0,13.0,0.016,True,5.0,833.0,14994.0,18,0.0,5.0,0.0,False
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-09-01,Margaree,634.0,83.0,0.116,False,5.0,717.0,10038.0,16,0.0,5.0,0.0,True
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-10-01,Margaree,589.0,56.0,0.087,False,5.0,645.0,12255.0,21,0.0,5.0,0.0,False
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-11-01,Margaree,528.0,50.0,0.087,False,5.0,578.0,12138.0,23,0.0,5.0,0.0,True
108,"Herschel, Suff",1,"Kylie, Howroyd",2021-12-01,Margaree,398.0,23.0,0.055,False,5.0,421.0,2526.0,6,0.0,5.0,0.0,True
109,"Carita, Haughin",3,"Yorke, Befroy",2021-01-01,Margaree,814.0,25.0,0.03,True,5.0,839.0,13424.0,16,0.0,5.0,0.0,True
109,"Carita, Haughin",3,"Yorke, Befroy",2021-02-01,Margaree,894.0,58.0,0.061,False,5.0,952.0,8568.0,10,0.0,5.0,0.0,True
109,"Carita, Haughin",3,"Yorke, Befroy",2021-03-01,Margaree,956.0,33.0,0.033,True,5.0,989.0,2967.0,3,0.0,5.0,0.0,False
109,"Carita, Haughin",3,"Yorke, Befroy",2021-04-01,Margaree,661.0,56.0,0.078,False,5.0,717.0,8604.0,13,0.0,5.0,0.0,True
109,"Carita, Haughin",3,"Yorke, Befroy",2021-05-01,Margaree,408.0,11.0,0.026,True,5.0,419.0,5447.0,13,0.0,5.0,0.0,False
109,"Carita, Haughin",3,"Yorke, Befroy",2021-06-01,Margaree,528.0,54.0,0.093,False,5.0,582.0,11640.0,22,0.0,5.0,0.0,True
109,"Carita, Haughin",3,"Yorke, Befroy",2021-07-01,Margaree,723.0,65.0,0.082,False,5.0,788.0,3940.0,5,0.0,5.0,0.0,False
109,"Carita, Haughin",3,"Yorke, Befroy",2021-08-01,Margaree,880.0,29.0,0.032,True,5.0,909.0,9999.0,11,0.0,5.0,0.0,True
109,"Carita, Haughin",3,"Yorke, Befroy",2021-09-01,Margaree,500.0,28.0,0.053,False,5.0,528.0,2112.0,4,0.0,5.0,0.0,True
109,"Carita, Haughin",3,"Yorke, Befroy",2021-10-01,Margaree,696.0,72.0,0.094,False,5.0,768.0,9984.0,14,0.0,5.0,0.0,False
109,"Carita, Haughin",3,"Yorke, Befroy",2021-11-01,Margaree,432.0,48.0,0.1,False,5.0,480.0,6240.0,14,0.0,5.0,0.0,False
109,"Carita, Haughin",3,"Yorke, Befroy",2021-12-01,Margaree,645.0,31.0,0.046,True,5.0,676.0,4056.0,6,0.0,5.0,0.0,False
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-01-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-02-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-03-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-04-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-05-01,Margaree,818.0,48.0,0.055,False,5.0,866.0,7794.0,10,0.0,5.0,0.0,False
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-06-01,Margaree,605.0,4.0,0.007,True,5.0,609.0,5481.0,9,0.0,5.0,0.0,True
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-07-01,Margaree,439.0,78.0,0.151,False,5.0,517.0,2585.0,6,0.0,5.0,0.0,False
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-08-01,Margaree,802.0,32.0,0.038,True,5.0,834.0,2502.0,3,0.0,5.0,0.0,True
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-09-01,Margaree,480.0,5.0,0.01,True,5.0,485.0,9215.0,19,0.0,5.0,0.0,False
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-10-01,Margaree,414.0,29.0,0.065,False,5.0,443.0,3101.0,7,0.0,5.0,0.0,False
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-11-01,Margaree,918.0,50.0,0.052,False,5.0,968.0,18392.0,20,0.0,5.0,0.0,True
111,"Christa, Dominik",1,"Kylie, Howroyd",2021-12-01,Margaree,394.0,8.0,0.02,True,5.0,402.0,2814.0,7,0.0,5.0,0.0,True
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-01-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-02-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-03-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-04-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-05-01,Margaree,402.0,73.0,0.154,False,5.0,475.0,3800.0,9,0.0,5.0,0.0,False
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-06-01,Margaree,761.0,56.0,0.069,False,5.0,817.0,8170.0,11,0.0,5.0,0.0,False
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-07-01,Margaree,784.0,10.0,0.013,True,5.0,794.0,4764.0,6,0.0,5.0,0.0,False
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-08-01,Margaree,547.0,36.0,0.062,False,5.0,583.0,5247.0,10,0.0,5.0,0.0,False
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-09-01,Margaree,482.0,45.0,0.085,False,5.0,527.0,11067.0,23,0.0,5.0,0.0,True
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-10-01,Margaree,890.0,4.0,0.004,True,5.0,894.0,16092.0,18,0.0,5.0,0.0,False
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-11-01,Margaree,788.0,49.0,0.059,False,5.0,837.0,10881.0,14,0.0,5.0,0.0,True
113,"Matilda, Vannah",2,"Madelyn, MacAne",2021-12-01,Margaree,437.0,82.0,0.158,False,5.0,519.0,9861.0,23,0.0,5.0,0.0,False
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-01-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-02-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-03-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-04-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-05-01,Margaree,816.0,64.0,0.073,False,5.0,880.0,17600.0,22,0.0,5.0,0.0,True
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-06-01,Margaree,624.0,45.0,0.067,False,5.0,669.0,10704.0,17,0.0,5.0,0.0,True
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-07-01,Margaree,891.0,80.0,0.082,False,5.0,971.0,8739.0,10,0.0,5.0,0.0,False
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-08-01,Margaree,372.0,40.0,0.097,False,5.0,412.0,4532.0,12,0.0,5.0,0.0,True
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-09-01,Margaree,430.0,41.0,0.087,False,5.0,471.0,8949.0,21,0.0,5.0,0.0,True
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-10-01,Margaree,621.0,30.0,0.046,True,5.0,651.0,2604.0,4,0.0,5.0,0.0,False
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-11-01,Margaree,465.0,58.0,0.111,False,5.0,523.0,7322.0,16,0.0,5.0,0.0,True
117,"Connie, McCurrie",2,"Madelyn, MacAne",2021-12-01,Margaree,571.0,64.0,0.101,False,5.0,635.0,8890.0,16,0.0,5.0,0.0,True
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-01-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-02-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-03-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-04-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-05-01,Margaree,629.0,28.0,0.043,True,5.0,657.0,5913.0,9,0.0,5.0,0.0,False
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-06-01,Margaree,554.0,80.0,0.126,False,5.0,634.0,9510.0,17,0.0,5.0,0.0,False
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-07-01,Margaree,870.0,0.0,0.0,True,5.0,870.0,12180.0,14,0.0,5.0,0.0,False
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-08-01,Margaree,922.0,64.0,0.065,False,5.0,986.0,7888.0,9,0.0,5.0,0.0,True
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-09-01,Margaree,376.0,87.0,0.188,False,5.0,463.0,8334.0,22,0.0,5.0,0.0,True
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-10-01,Margaree,419.0,72.0,0.147,False,5.0,491.0,2455.0,6,0.0,5.0,0.0,True
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-11-01,Margaree,576.0,58.0,0.091,False,5.0,634.0,2536.0,4,0.0,5.0,0.0,True
119,"Karla, Espasa",1,"Kylie, Howroyd",2021-12-01,Margaree,828.0,56.0,0.063,False,5.0,884.0,9724.0,12,0.0,5.0,0.0,True
129,"Conni, Kemell",3,"Yorke, Befroy",2021-01-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
129,"Conni, Kemell",3,"Yorke, Befroy",2021-02-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
129,"Conni, Kemell",3,"Yorke, Befroy",2021-03-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
129,"Conni, Kemell",3,"Yorke, Befroy",2021-04-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
129,"Conni, Kemell",3,"Yorke, Befroy",2021-05-01,Margaree,704.0,31.0,0.042,True,5.0,735.0,15435.0,22,0.0,5.0,0.0,True
129,"Conni, Kemell",3,"Yorke, Befroy",2021-06-01,Margaree,779.0,80.0,0.093,False,5.0,859.0,6013.0,8,0.0,5.0,0.0,True
129,"Conni, Kemell",3,"Yorke, Befroy",2021-07-01,Margaree,909.0,71.0,0.072,False,5.0,980.0,11760.0,13,0.0,5.0,0.0,True
129,"Conni, Kemell",3,"Yorke, Befroy",2021-08-01,Margaree,543.0,0.0,0.0,True,5.0,543.0,6516.0,12,0.0,5.0,0.0,False
129,"Conni, Kemell",3,"Yorke, Befroy",2021-09-01,Margaree,775.0,78.0,0.091,False,5.0,853.0,8530.0,11,0.0,5.0,0.0,False
129,"Conni, Kemell",3,"Yorke, Befroy",2021-10-01,Margaree,739.0,84.0,0.102,False,5.0,823.0,7407.0,10,0.0,5.0,0.0,False
129,"Conni, Kemell",3,"Yorke, Befroy",2021-11-01,Margaree,809.0,44.0,0.052,False,5.0,853.0,9383.0,12,0.0,5.0,0.0,False
129,"Conni, Kemell",3,"Yorke, Befroy",2021-12-01,Margaree,400.0,53.0,0.117,False,5.0,453.0,6342.0,16,0.0,5.0,0.0,False
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-01-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-02-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-03-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-04-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-05-01,Margaree,874.0,80.0,0.084,False,5.0,954.0,13356.0,15,0.0,5.0,0.0,False
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-06-01,Margaree,667.0,67.0,0.091,False,5.0,734.0,6606.0,10,0.0,5.0,0.0,True
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-07-01,Margaree,937.0,1.0,0.001,True,5.0,938.0,12194.0,13,0.0,5.0,0.0,False
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-08-01,Margaree,722.0,54.0,0.07,False,5.0,776.0,6208.0,9,0.0,5.0,0.0,True
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-09-01,Margaree,698.0,44.0,0.059,False,5.0,742.0,11872.0,17,0.0,5.0,0.0,False
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-10-01,Margaree,684.0,69.0,0.092,False,5.0,753.0,6024.0,9,0.0,5.0,0.0,True
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-11-01,Margaree,843.0,2.0,0.002,True,5.0,845.0,10140.0,12,0.0,5.0,0.0,False
130,"Gerek, Chesson",3,"Yorke, Befroy",2021-12-01,Margaree,756.0,45.0,0.056,False,5.0,801.0,8811.0,12,0.0,5.0,0.0,True
131,"Persis, Goding",1,"Kylie, Howroyd",2021-01-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
131,"Persis, Goding",1,"Kylie, Howroyd",2021-02-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
131,"Persis, Goding",1,"Kylie, Howroyd",2021-03-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
131,"Persis, Goding",1,"Kylie, Howroyd",2021-04-01,Margaree,,,,,5.0,,,,0.0,5.0,0.0,
131,"Persis, Goding",1,"Kylie, Howroyd",2021-05-01,Margaree,597.0,78.0,0.116,False,5.0,675.0,10800.0,18,0.0,5.0,0.0,False
131,"Persis, Goding",1,"Kylie, Howroyd",2021-06-01,Margaree,663.0,8.0,0.012,True,5.0,671.0,2684.0,4,0.0,5.0,0.0,False
131,"Persis, Goding",1,"Kylie, Howroyd",2021-07-01,Margaree,564.0,82.0,0.127,False,5.0,646.0,12274.0,22,0.0,5.0,0.0,False
131,"Persis, Goding",1,"Kylie, Howroyd",2021-08-01,Margaree,565.0,59.0,0.095,False,5.0,624.0,4368.0,8,0.0,5.0,0.0,False
131,"Persis, Goding",1,"Kylie, Howroyd",2021-09-01,Margaree,635.0,7.0,0.011,True,5.0,642.0,7704.0,12,0.0,5.0,0.0,False
131,"Persis, Goding",1,"Kylie, Howroyd",2021-10-01,Margaree,423.0,4.0,0.009,True,5.0,427.0,5124.0,12,0.0,5.0,0.0,True
131,"Persis, Goding",1,"Kylie, Howroyd",2021-11-01,Margaree,906.0,0.0,0.0,True,5.0,906.0,4530.0,5,0.0,5.0,0.0,True
131,"Persis, Goding",1,"Kylie, Howroyd",2021-12-01,Margaree,908.0,81.0,0.082,False,5.0,989.0,15824.0,17,0.0,5.0,0.0,True
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-01-01,Halifax,459.0,18.0,0.038,True,5.0,477.0,2385.0,5,0.0,5.0,0.0,True
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-02-01,Halifax,332.0,75.0,0.184,False,5.0,407.0,2035.0,6,0.0,5.0,0.0,True
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-03-01,Halifax,762.0,36.0,0.045,True,5.0,798.0,7182.0,9,0.0,5.0,0.0,True
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-04-01,Halifax,737.0,29.0,0.038,True,5.0,766.0,11490.0,16,0.0,5.0,0.0,True
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-05-01,Halifax,441.0,83.0,0.158,False,5.0,524.0,9432.0,21,0.0,5.0,0.0,True
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-06-01,Halifax,432.0,35.0,0.075,False,5.0,467.0,3269.0,8,0.0,5.0,0.0,True
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-07-01,Halifax,540.0,26.0,0.046,True,5.0,566.0,11320.0,21,0.0,5.0,0.0,True
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-08-01,Halifax,581.0,60.0,0.094,False,5.0,641.0,1923.0,3,0.0,5.0,0.0,False
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-09-01,Halifax,645.0,7.0,0.011,True,5.0,652.0,9780.0,15,0.0,5.0,0.0,True
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-10-01,Halifax,841.0,87.0,0.094,False,5.0,928.0,7424.0,9,0.0,5.0,0.0,False
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-11-01,Halifax,842.0,13.0,0.015,True,5.0,855.0,3420.0,4,0.0,5.0,0.0,False
1,"Cordi, Ellgood",5,"Silvan, Gallardo",2021-12-01,Halifax,422.0,9.0,0.021,True,5.0,431.0,8620.0,20,0.0,5.0,0.0,False
9,"Owen, Tacey",5,"Silvan, Gallardo",2021-01-01,Halifax,546.0,10.0,0.018,True,5.0,556.0,5004.0,9,0.0,5.0,0.0,False
9,"Owen, Tacey",5,"Silvan, Gallardo",2021-02-01,Halifax,752.0,27.0,0.035,True,5.0,779.0,8569.0,11,0.0,5.0,0.0,False
9,"Owen, Tacey",5,"Silvan, Gallardo",2021-03-01,Halifax,754.0,75.0,0.09,False,5.0,829.0,16580.0,22,0.0,5.0,0.0,False
9,"Owen, Tacey",5,"Silvan, Gallardo",2021-04-01,Halifax,533.0,74.0,0.122,False,5.0,607.0,8498.0,16,0.0,5.0,0.0,True
