Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,First Purchase,Order?,Prev_Value,Customer Classification,YoY Difference
906.0,CA-2020-130477,2020-08-04,2020-12-04,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032.0,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,12.96,2.0,0.0,6.2208,2020,2018,1,1.0,Consistent,48.0
919.0,CA-2020-165218,2020-05-03,2020-11-03,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3.0,0.2,50.4063,2020,2018,1,,New,48.0
920.0,CA-2020-165218,2020-05-03,2020-11-03,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,1.0,0.2,-0.812,2020,2018,1,1.0,Consistent,48.0
925.0,CA-2020-149797,2020-09-15,2020-09-20,Standard Class,AH-10075,Adam Hart,Corporate,United States,New York City,New York,10011.0,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2.0,0.2,294.5488,2020,2018,1,,New,48.0
934.0,CA-2020-140081,2020-06-20,2020-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.056,8.0,0.2,15.2064,2020,2019,1,,New,48.0
935.0,CA-2020-140081,2020-06-20,2020-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,29.718,6.0,0.7,-21.7932,2020,2019,1,1.0,Consistent,48.0
936.0,CA-2020-140081,2020-06-20,2020-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,15.552,3.0,0.2,5.4432,2020,2019,1,1.0,Consistent,48.0
937.0,CA-2020-140081,2020-06-20,2020-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696,2.0,0.2,33.5772,2020,2019,1,1.0,Consistent,48.0
941.0,CA-2020-105760,2020-06-19,2020-06-20,First Class,KC-16255,Karen Carlisle,Corporate,United States,San Francisco,California,94110.0,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12,2.0,0.0,8.0464,2020,2018,1,,New,48.0
942.0,CA-2020-142958,2020-12-13,2020-12-20,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503.0,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2.0,0.2,2.2098,2020,2018,1,1.0,Consistent,48.0
943.0,CA-2020-142958,2020-12-13,2020-12-20,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503.0,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,4.0,0.2,41.7852,2020,2018,1,1.0,Consistent,48.0
963.0,CA-2020-120859,2020-01-09,2020-04-09,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110.0,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2.0,0.0,10.94,2020,2020,1,1.0,Consistent,48.0
979.0,CA-2020-145499,2020-05-30,2020-05-31,First Class,RW-19690,Robert Waldorf,Consumer,United States,Wilmington,North Carolina,28403.0,South,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2.0,0.7,-2.6256,2020,2020,1,,New,48.0
981.0,CA-2020-144939,2020-03-10,2020-08-10,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6.0,0.1,93.2232,2020,2018,1,1.0,Consistent,48.0
992.0,CA-2020-110023,2020-09-09,2020-11-09,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2.0,0.2,5.484,2020,2018,1,1.0,Consistent,48.0
993.0,CA-2020-105585,2020-08-26,2020-08-27,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123.0,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3.0,0.0,4.9104,2020,2018,1,1.0,Consistent,48.0
994.0,CA-2020-105585,2020-08-26,2020-08-27,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123.0,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,154.9,5.0,0.0,69.705,2020,2018,1,1.0,Consistent,48.0
1001.0,CA-2020-155488,2020-11-13,2020-11-17,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,98661.0,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2.0,0.0,11.4452,2020,2018,1,1.0,Consistent,48.0
1026.0,CA-2020-126529,2020-11-01,2020-01-13,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3.0,0.2,5.4432,2020,2018,1,,New,48.0
1027.0,CA-2020-126529,2020-11-01,2020-01-13,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312,3.0,0.2,20.5764,2020,2018,1,1.0,Consistent,48.0
1028.0,CA-2020-126529,2020-11-01,2020-01-13,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503.0,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2.0,0.4,-9.8724,2020,2018,1,1.0,Consistent,48.0
1034.0,CA-2020-109820,2020-11-20,2020-11-22,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3.0,0.2,5.1012,2020,2018,1,,New,48.0
1035.0,CA-2020-109820,2020-11-20,2020-11-22,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,2.628,2.0,0.7,-1.9272,2020,2018,1,1.0,Consistent,48.0
1036.0,CA-2020-109820,2020-11-20,2020-11-22,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.427,3.0,0.7,-10.5798,2020,2018,1,1.0,Consistent,48.0
1037.0,CA-2020-113061,2020-04-22,2020-04-26,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,65109.0,Central,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2.0,0.0,8.662,2020,2020,1,1.0,Consistent,48.0
1041.0,CA-2020-127670,2020-03-20,2020-03-24,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376.0,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,4.0,0.0,146.4036,2020,2019,1,,New,48.0
1042.0,CA-2020-102981,2020-06-09,2020-09-09,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2.0,0.0,11.151,2020,2018,1,,New,48.0
1043.0,CA-2020-102981,2020-06-09,2020-09-09,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3.0,0.2,90.294,2020,2018,1,1.0,Consistent,48.0
1047.0,CA-2020-169103,2020-08-03,2020-03-13,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142.0,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5.0,0.2,85.2475,2020,2018,1,1.0,Consistent,48.0
1048.0,CA-2020-169103,2020-08-03,2020-03-13,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142.0,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3.0,0.2,-3.8385,2020,2018,1,1.0,Consistent,48.0
1060.0,CA-2020-105284,2020-11-24,2020-01-12,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,4.416,3.0,0.2,1.6008,2020,2018,1,,New,48.0
1068.0,CA-2020-157686,2020-01-10,2020-02-10,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122.0,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4.0,0.2,12.178,2020,2018,1,,New,48.0
1072.0,CA-2020-152814,2020-04-28,2020-02-05,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Denver,Colorado,80219.0,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.472,3.0,0.2,9.9468,2020,2018,1,,New,48.0
1074.0,CA-2020-134348,2020-12-11,2020-11-19,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5.0,0.7,-4.598,2020,2018,1,,New,48.0
1075.0,CA-2020-134348,2020-12-11,2020-11-19,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.368,7.0,0.7,-3.3488,2020,2018,1,1.0,Consistent,48.0
1076.0,CA-2020-134348,2020-12-11,2020-11-19,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204.0,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,31.984,2.0,0.2,1.999,2020,2018,1,1.0,Consistent,48.0
1077.0,CA-2020-161781,2020-09-29,2020-09-30,First Class,CC-12100,Chad Cunningham,Home Office,United States,Columbus,Indiana,47201.0,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7.0,0.0,10.6288,2020,2018,1,,New,48.0
1083.0,US-2020-143819,2020-01-03,2020-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8.0,0.4,-264.9208,2020,2018,1,1.0,Consistent,48.0
1084.0,US-2020-143819,2020-01-03,2020-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1.0,0.0,12.1348,2020,2018,1,1.0,Consistent,48.0
1085.0,US-2020-143819,2020-01-03,2020-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2.0,0.0,105.2468,2020,2018,1,1.0,Consistent,48.0
1086.0,US-2020-143819,2020-01-03,2020-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7.0,0.0,2400.9657,2020,2018,1,1.0,Consistent,48.0
1087.0,CA-2020-167584,2020-12-08,2020-12-08,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,50315.0,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1.0,0.0,3.1104,2020,2019,1,1.0,Consistent,48.0
1088.0,CA-2020-166163,2020-08-15,2020-08-20,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,94601.0,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3.0,0.2,7.1976,2020,2018,1,,New,48.0
1089.0,CA-2020-166163,2020-08-15,2020-08-20,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,94601.0,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1.0,0.0,1.512,2020,2018,1,1.0,Consistent,48.0
1099.0,CA-2020-107216,2020-06-14,2020-06-17,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122.0,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4.0,0.0,2.0416,2020,2018,1,,New,48.0
1100.0,CA-2020-107216,2020-06-14,2020-06-17,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122.0,West,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3.0,0.0,4.1031,2020,2018,1,1.0,Consistent,48.0
1101.0,CA-2020-107216,2020-06-14,2020-06-17,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122.0,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1.0,0.0,9.6657,2020,2018,1,1.0,Consistent,48.0
1102.0,CA-2020-107216,2020-06-14,2020-06-17,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122.0,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,3.0,0.0,2.5056,2020,2018,1,1.0,Consistent,48.0
1105.0,CA-2020-112340,2020-10-21,2020-10-27,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Riverside,California,92503.0,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3.0,0.0,11.2308,2020,2019,1,,New,48.0
1106.0,US-2020-110156,2020-11-19,2020-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,6.0,0.2,-16.3644,2020,2018,1,1.0,Consistent,48.0
1107.0,US-2020-110156,2020-11-19,2020-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2.0,0.6,-0.7566,2020,2018,1,1.0,Consistent,48.0
1108.0,US-2020-110156,2020-11-19,2020-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5.0,0.8,-17.248,2020,2018,1,1.0,Consistent,48.0
1109.0,US-2020-110156,2020-11-19,2020-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,12.0,0.2,21.888,2020,2018,1,1.0,Consistent,48.0
1110.0,US-2020-110156,2020-11-19,2020-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3.0,0.2,13.8267,2020,2018,1,1.0,Consistent,48.0
1111.0,US-2020-110156,2020-11-19,2020-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5.0,0.2,25.186,2020,2018,1,1.0,Consistent,48.0
1112.0,US-2020-110156,2020-11-19,2020-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,2.0,0.2,3.6288,2020,2018,1,1.0,Consistent,48.0
1113.0,US-2020-110156,2020-11-19,2020-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2.0,0.8,-2.0264,2020,2018,1,1.0,Consistent,48.0
1117.0,CA-2020-144855,2020-07-22,2020-07-24,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110.0,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,2.0,0.0,3.024,2020,2019,1,,New,48.0
1130.0,CA-2020-112102,2020-12-04,2020-04-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153.0,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4.0,0.0,75.6624,2020,2018,1,1.0,Consistent,48.0
1131.0,CA-2020-112102,2020-12-04,2020-04-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,1.0,0.0,20.0851,2020,2018,1,1.0,Consistent,48.0
1132.0,CA-2020-112102,2020-12-04,2020-04-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5.0,0.0,28.755,2020,2018,1,1.0,Consistent,48.0
1133.0,US-2020-114776,2020-06-12,2020-07-12,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509.0,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,3.0,0.0,9.3312,2020,2018,1,1.0,Consistent,48.0
1134.0,US-2020-134908,2020-05-06,2020-09-06,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4.0,0.2,-23.364,2020,2018,1,1.0,Consistent,48.0
1135.0,US-2020-134908,2020-05-06,2020-09-06,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,3.0,0.2,2.646,2020,2018,1,1.0,Consistent,48.0
1136.0,US-2020-148803,2020-11-12,2020-11-12,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030.0,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,3.0,0.2,7.4571,2020,2018,1,1.0,Consistent,48.0
1137.0,CA-2020-152170,2020-12-11,2020-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350.0,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8.0,0.0,129.384,2020,2018,1,,New,48.0
1138.0,CA-2020-152170,2020-12-11,2020-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350.0,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2.0,0.0,10.5504,2020,2018,1,1.0,Consistent,48.0
1139.0,CA-2020-152170,2020-12-11,2020-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350.0,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2.0,0.0,8.991,2020,2018,1,1.0,Consistent,48.0
1140.0,CA-2020-152170,2020-12-11,2020-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350.0,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,7.0,0.0,5.5566,2020,2018,1,1.0,Consistent,48.0
1141.0,CA-2020-152170,2020-12-11,2020-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350.0,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2.0,0.0,8.69,2020,2018,1,1.0,Consistent,48.0
1153.0,CA-2020-160395,2020-12-31,2021-06-01,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502.0,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2.0,0.0,1.638,2020,2018,1,1.0,Consistent,48.0
1154.0,CA-2020-160395,2020-12-31,2021-06-01,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502.0,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,7.0,0.2,53.9217,2020,2018,1,1.0,Consistent,48.0
1159.0,CA-2020-149314,2020-02-07,2020-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004.0,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1.0,0.2,19.5184,2020,2018,1,1.0,Consistent,48.0
1176.0,CA-2020-161207,2020-08-29,2020-03-09,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Concord,New Hampshire,3301.0,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3.0,0.0,8.0997,2020,2019,1,1.0,Consistent,48.0
1178.0,CA-2020-113621,2020-01-12,2020-05-12,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852.0,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2.0,0.0,51.75,2020,2018,1,1.0,Consistent,48.0
1179.0,CA-2020-113621,2020-01-12,2020-05-12,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852.0,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3.0,0.0,44.9925,2020,2018,1,1.0,Consistent,48.0
1180.0,CA-2020-168081,2020-04-24,2020-04-27,Second Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77070.0,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3.0,0.2,64.674,2020,2019,1,,New,48.0
1198.0,CA-2020-130946,2020-08-04,2020-12-04,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9.0,0.2,64.7892,2020,2018,1,1.0,Consistent,48.0
1199.0,CA-2020-130946,2020-08-04,2020-12-04,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4.0,0.3,-4.1136,2020,2018,1,1.0,Consistent,48.0
1200.0,CA-2020-130946,2020-08-04,2020-12-04,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4.0,0.8,-1850.9464,2020,2018,1,1.0,Consistent,48.0
1201.0,CA-2020-114727,2020-07-18,2020-07-24,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,3.0,0.2,40.8006,2020,2019,1,1.0,Consistent,48.0
1202.0,CA-2020-114727,2020-07-18,2020-07-24,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.872,3.0,0.7,-1.4352,2020,2019,1,1.0,Consistent,48.0
1203.0,CA-2020-114727,2020-07-18,2020-07-24,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3.0,0.2,10.6794,2020,2019,1,1.0,Consistent,48.0
1204.0,CA-2020-114727,2020-07-18,2020-07-24,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2.0,0.2,0.0,2020,2019,1,1.0,Consistent,48.0
1205.0,CA-2020-114727,2020-07-18,2020-07-24,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3.0,0.2,-33.804,2020,2019,1,1.0,Consistent,48.0
1207.0,CA-2020-137050,2020-07-14,2020-07-18,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1.0,0.0,3.363,2020,2018,1,,New,48.0
1208.0,CA-2020-137050,2020-07-14,2020-07-18,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3.0,0.2,3.2004,2020,2018,1,1.0,Consistent,48.0
1209.0,CA-2020-137050,2020-07-14,2020-07-18,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,7.0,0.0,6.8943,2020,2018,1,1.0,Consistent,48.0
1210.0,CA-2020-137050,2020-07-14,2020-07-18,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7.0,0.0,10.465,2020,2018,1,1.0,Consistent,48.0
1211.0,CA-2020-137050,2020-07-14,2020-07-18,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2.0,0.2,2.8836,2020,2018,1,1.0,Consistent,48.0
1212.0,CA-2020-137050,2020-07-14,2020-07-18,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4.0,0.2,21.7176,2020,2018,1,1.0,Consistent,48.0
1223.0,CA-2020-126004,2020-04-12,2020-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3.0,0.0,20.4822,2020,2018,1,1.0,Consistent,48.0
